x,y,z,s
83.42,0.0,0.0,85.4
83.52,0.0,0.0,85.5
83.62,0.0,0.0,85.6
83.72,0.0,0.0,85.7
83.82,0.0,0.0,85.8
83.92,0.0,0.0,85.9
84.02,0.0,0.0,86.0
84.12,0.0,0.0,86.1
84.22,0.0,0.0,86.2
84.32,0.0,0.0,86.3
84.42,0.0,0.0,86.4
84.52,0.0,0.0,86.5
84.62,0.0,0.0,86.6
84.72,0.0,0.0,86.7
84.82,0.0,0.0,86.8
84.92,0.0,0.0,86.9
85.02,0.0,0.0,87.0
85.12,0.0,0.0,87.1
85.22,0.0,0.0,87.2
85.32,0.0,0.0,87.3
85.42,0.0,0.0,87.4
85.52,0.0,0.0,87.5
85.62,0.0,0.0,87.6
85.72,0.0,0.0,87.7
85.82,0.0,0.0,87.8
85.92,0.0,0.0,87.9
86.02,0.0,0.0,88.0
86.12,0.0,0.0,88.1
86.22,0.0,0.0,88.2
86.32,0.0,0.0,88.3
86.42,0.0,0.0,88.4
86.52,0.0,0.0,88.5
86.62,0.0,0.0,88.6
86.72,0.0,0.0,88.7
86.82,0.0,0.0,88.8
86.92,0.0,0.0,88.9
87.02,0.0,0.0,89.0
87.12,0.0,0.0,89.1
87.22,0.0,0.0,89.2
87.32,0.0,0.0,89.3
87.42,0.0,0.0,89.4
87.52,0.0,0.0,89.5
87.62,0.0,0.0,89.6
87.72,0.0,0.0,89.7
87.82,0.0,0.0,89.8
87.92,0.0,0.0,89.9
88.02,0.0,0.0,90.0
88.12,0.0,0.0,90.1
88.22,0.0,0.0,90.2
88.32,0.0,0.0,90.3
88.42,0.0,0.0,90.4
88.52,0.0,0.0,90.5
88.62,0.0,0.0,90.6
88.72,0.0,0.0,90.7
88.82,0.0,0.0,90.8
88.92,0.0,0.0,90.9
89.02,0.0,0.0,91.0
89.12,0.0,0.0,91.1
89.22,0.0,0.0,91.2
89.32,0.0,0.0,91.3
89.42,0.0,0.0,91.4
89.52,0.0,0.0,91.5
89.62,0.0,0.0,91.6
89.72,0.0,0.0,91.7
89.82,0.0,0.0,91.8
89.92,0.0,0.0,91.9
90.02,0.0,0.0,92.0
90.12,0.0,0.0,92.1
90.22,0.0,0.0,92.2
90.32,0.0,0.0,92.3
90.42,0.0,0.0,92.4
90.52,0.0,0.0,92.5
90.62,0.0,0.0,92.6
90.72,0.0,0.0,92.7
90.82,0.0,0.0,92.8
90.92,0.0,0.0,92.9
91.02,0.0,0.0,93.0
91.12,0.0,0.0,93.1
91.22,0.0,0.0,93.2
91.32,0.0,0.0,93.3
91.42,0.0,0.0,93.4
91.52,0.0,0.0,93.5
91.62,0.0,0.0,93.6
91.72,0.0,0.0,93.7
91.82,0.0,0.0,93.8
91.92,0.0,0.0,93.9
92.02,0.0,0.0,94.0
92.12,0.0,0.0,94.1
92.22,0.0,0.0,94.2
92.32,0.0,0.0,94.3
92.42,0.0,0.0,94.4
92.52,0.0,0.0,94.5
92.62,0.0,0.0,94.6
92.72,0.0,0.0,94.7
92.82,0.0,0.0,94.8
92.92,0.0,0.0,94.9
93.02,0.0,0.0,95.0
93.12,0.0,0.0,95.1
93.22,0.0,0.0,95.2
93.32,0.0,0.0,95.3
93.42,0.0,0.0,95.4
93.52,0.0,0.0,95.5
93.62,0.0,0.0,95.6
93.72,0.0,0.0,95.7
93.82,0.0,0.0,95.8
93.92,0.0,0.0,95.9
94.02,0.0,0.0,96.0
94.12,0.0,0.0,96.1
94.22,0.0,0.0,96.2
94.32,0.0,0.0,96.3
94.42,0.0,0.0,96.4
94.52,0.0,0.0,96.5
94.62,0.0,0.0,96.6
94.72,0.0,0.0,96.7
94.82,0.0,0.0,96.8
94.92,0.0,0.0,96.9
95.02,0.0,0.0,97.0
95.12,0.0,0.0,97.1
95.22,0.0,0.0,97.2
95.32,0.0,0.0,97.3
95.42,0.0,0.0,97.4
95.52,0.0,0.0,97.5
95.62,0.0,0.0,97.6
95.72,0.0,0.0,97.7
95.82,0.0,0.0,97.8
95.92,0.0,0.0,97.9
96.02,0.0,0.0,98.0
96.12,0.0,0.0,98.1
96.22,0.0,0.0,98.2
96.32,0.0,0.0,98.3
96.42,0.0,0.0,98.4
96.52,0.0,0.0,98.5
96.62,0.0,0.0,98.6
96.72,0.0,0.0,98.7
96.82,0.0,0.0,98.8
96.92,0.0,0.0,98.9
97.02,0.0,0.0,99.0
97.12,0.0,0.0,99.1
97.22,0.0,0.0,99.2
97.32,0.0,0.0,99.3
97.42,0.0,0.0,99.4
97.52,0.0,0.0,99.5
97.62,0.0,0.0,99.6
97.72,0.0,0.0,99.7
97.82,0.0,0.0,99.8
97.92,0.0,0.0,99.9
98.02,0.0,0.0,100.0
98.12,0.0,0.0,100.1
98.22,0.0,0.0,100.2
98.32,0.0,0.0,100.3
98.42,0.0,0.0,100.4
98.52,0.0,0.0,100.5
98.62,0.0,0.0,100.6
98.72,0.0,0.0,100.7
98.82,0.0,0.0,100.8
98.92,0.0,0.0,100.9
99.02,0.0,0.0,101.0
99.12,0.0,0.0,101.1
99.22,0.0,0.0,101.2
99.32,0.0,0.0,101.3
99.42,0.0,0.0,101.4
99.52,0.0,0.0,101.5
99.62,0.0,0.0,101.6
99.72,0.0,0.0,101.7
99.82,0.0,0.0,101.8
99.92,0.0,0.0,101.9
100.02,0.0,0.0,102.0
100.12,0.0,0.0,102.1
100.22,0.0,0.0,102.2
100.32,0.0,0.0,102.3
100.42,0.0,0.0,102.4
100.52,0.0,0.0,102.5
100.62,0.0,0.0,102.6
100.72,0.0,0.0,102.7
100.82,0.0,0.0,102.8
100.92,0.0,0.0,102.9
101.02,0.0,0.0,103.0
101.12,0.0,0.0,103.1
101.22,0.0,0.0,103.2
101.32,0.0,0.0,103.3
101.42,0.0,0.0,103.4
101.52,0.0,0.0,103.5
101.62,0.0,0.0,103.6
101.72,0.0,0.0,103.7
101.82,0.0,0.0,103.8
101.92,0.0,0.0,103.9
102.02,0.0,0.0,104.0
102.12,0.0,0.0,104.1
102.22,0.0,0.0,104.2
102.32,0.0,0.0,104.3
102.42,0.0,0.0,104.4
102.52,0.0,0.0,104.5
102.62,0.0,0.0,104.6
102.72,0.0,0.0,104.7
102.82,0.0,0.0,104.8
102.92,0.0,0.0,104.9
103.02,0.0,0.0,105.0
103.12,0.0,0.0,105.1
103.22,0.0,0.0,105.2
103.32,0.0,0.0,105.3
103.42,0.0,0.0,105.4
103.52,0.0,0.0,105.5
103.62,0.0,0.0,105.6
103.72,0.0,0.0,105.7
103.82,0.0,0.0,105.8
103.92,0.0,0.0,105.9
104.02,0.0,0.0,106.0
104.12,0.0,0.0,106.1
104.22,0.0,0.0,106.2
104.32,0.0,0.0,106.3
104.42,0.0,0.0,106.4
104.52,0.0,0.0,106.5
104.62,0.0,0.0,106.6
104.72,0.0,0.0,106.7
104.82,0.0,0.0,106.8
104.92,0.0,0.0,106.9
105.02,0.0,0.0,107.0
105.12,0.0,0.0,107.1
105.22,0.0,0.0,107.2
105.32,0.0,0.0,107.3
105.42,0.0,0.0,107.4
105.52,0.0,0.0,107.5
105.62,0.0,0.0,107.6
105.72,0.0,0.0,107.7
105.82,0.0,0.0,107.8
105.92,0.0,0.0,107.9
106.02,0.0,0.0,108.0
106.12,0.0,0.0,108.1
106.22,0.0,0.0,108.2
106.32,0.0,0.0,108.3
106.42,0.0,0.0,108.4
106.52,0.0,0.0,108.5
106.62,0.0,0.0,108.6
106.72,0.0,0.0,108.7
106.82,0.0,0.0,108.8
106.92,0.0,0.0,108.9
107.02,0.0,0.0,109.0
107.12,0.0,0.0,109.1
107.22,0.0,0.0,109.2
107.32,0.0,0.0,109.3
107.42,0.0,0.0,109.4
107.52,0.0,0.0,109.5
107.62,0.0,0.0,109.6
107.72,0.0,0.0,109.7
107.82,0.0,0.0,109.8
107.92,0.0,0.0,109.9
108.02,0.0,0.0,110.0
108.12,0.0,0.0,110.1
108.22,0.0,0.0,110.2
108.32,0.0,0.0,110.3
108.42,0.0,0.0,110.4
108.52,0.0,0.0,110.5
108.62,0.0,0.0,110.6
108.72,0.0,0.0,110.7
108.82,0.0,0.0,110.8
108.92,0.0,0.0,110.9
109.02,0.0,0.0,111.0
109.12,0.0,0.0,111.1
109.22,0.0,0.0,111.2
109.32,0.0,0.0,111.3
109.42,0.0,0.0,111.4
109.52,0.0,0.0,111.5
109.62,0.0,0.0,111.6
109.72,0.0,0.0,111.7
109.82,0.0,0.0,111.8
109.92,0.0,0.0,111.9
110.02,0.0,0.0,112.0
110.12,0.0,0.0,112.1
110.22,0.0,0.0,112.2
110.32,0.0,0.0,112.3
110.42,0.0,0.0,112.4
110.52,0.0,0.0,112.5
110.62,0.0,0.0,112.6
110.72,0.0,0.0,112.7
110.82,0.0,0.0,112.8
110.92,0.0,0.0,112.9
111.02,0.0,0.0,113.0
111.12,0.0,0.0,113.1
111.22,0.0,0.0,113.2
111.32,0.0,0.0,113.3
111.42,0.0,0.0,113.4
111.52,0.0,0.0,113.5
111.62,0.0,0.0,113.6
111.72,0.0,0.0,113.7
111.82,0.0,0.0,113.8
111.92,0.0,0.0,113.9
112.02,0.0,0.0,114.0
112.12,0.0,0.0,114.1
112.22,0.0,0.0,114.2
112.32,0.0,0.0,114.3
112.42,0.0,0.0,114.4
112.52,0.0,0.0,114.5
112.62,0.0,0.0,114.6
112.72,0.0,0.0,114.7
112.82,0.0,0.0,114.8
112.92,0.0,0.0,114.9
113.02,0.0,0.0,115.0
113.12,0.0,0.0,115.1
113.22,0.0,0.0,115.2
113.32,0.0,0.0,115.3
113.42,0.0,0.0,115.4
113.52,0.0,0.0,115.5
113.62,0.0,0.0,115.6
113.72,0.0,0.0,115.7
113.82,0.0,0.0,115.8
113.92,0.0,0.0,115.9
114.02,0.0,0.0,116.0
114.12,0.0,0.0,116.1
114.22,0.0,0.0,116.2
114.32,0.0,0.0,116.3
114.42,0.0,0.0,116.4
114.52,0.0,0.0,116.5
114.62,0.0,0.0,116.6
114.72,0.0,0.0,116.7
114.82,0.0,0.0,116.8
114.92,0.0,0.0,116.9
115.02,0.0,0.0,117.0
115.12,0.0,0.0,117.1
115.22,0.0,0.0,117.2
115.32,0.0,0.0,117.3
115.42,0.0,0.0,117.4
115.52,0.0,0.0,117.5
115.62,0.0,0.0,117.6
115.72,0.0,0.0,117.7
115.82,0.0,0.0,117.8
115.92,0.0,0.0,117.9
116.02,0.0,0.0,118.0
116.12,0.0,0.0,118.1
116.22,0.0,0.0,118.2
116.32,0.0,0.0,118.3
116.42,0.0,0.0,118.4
116.52,0.0,0.0,118.5
116.62,0.0,0.0,118.6
116.72,0.0,0.0,118.7
116.82,0.0,0.0,118.8
116.92,0.0,0.0,118.9
117.02,0.0,0.0,119.0
117.12,0.0,0.0,119.1
117.22,0.0,0.0,119.2
117.32,0.0,0.0,119.3
117.42,0.0,0.0,119.4
117.52,0.0,0.0,119.5
117.62,0.0,0.0,119.6
117.72,0.0,0.0,119.7
117.82,0.0,0.0,119.8
117.92,0.0,0.0,119.9
118.02,0.0,0.0,120.0
118.12,0.0,0.0,120.1
118.22,0.0,0.0,120.2
118.32,0.0,0.0,120.3
118.42,0.0,0.0,120.4
118.52,0.0,0.0,120.5
118.62,0.0,0.0,120.6
118.72,0.0,0.0,120.7
118.82,0.0,0.0,120.8
118.92,0.0,0.0,120.9
119.02,0.0,0.0,121.0
119.12,0.0,0.0,121.1
119.22,0.0,0.0,121.2
119.32,0.0,0.0,121.3
119.42,0.0,0.0,121.4
119.52,0.0,0.0,121.5
119.62,0.0,0.0,121.6
119.72,0.0,0.0,121.7
119.82,0.0,0.0,121.8
119.92,0.0,0.0,121.9
120.02,0.0,0.0,122.0
120.12,0.0,0.0,122.1
120.22,0.0,0.0,122.2
120.32,0.0,0.0,122.3
120.42,0.0,0.0,122.4
120.52,0.0,0.0,122.5
120.62,0.0,0.0,122.6
120.72,0.0,0.0,122.7
120.82,0.0,0.0,122.8
120.92,0.0,0.0,122.9
121.02,0.0,0.0,123.0
121.12,0.0,0.0,123.1
121.22,0.0,0.0,123.2
121.32,0.0,0.0,123.3
121.42,0.0,0.0,123.4
121.52,0.0,0.0,123.5
121.62,0.0,0.0,123.6
121.72,0.0,0.0,123.7
121.82,0.0,0.0,123.8
121.92,0.0,0.0,123.9
122.02,0.0,0.0,124.0
122.12,0.0,0.0,124.1
122.22,0.0,0.0,124.2
122.32,0.0,0.0,124.3
122.42,0.0,0.0,124.4
122.52,0.0,0.0,124.5
122.62,0.0,0.0,124.6
122.72,0.0,0.0,124.7
122.82,0.0,0.0,124.8
122.92,0.0,0.0,124.9
123.02,0.0,0.0,125.0
123.12,0.0,0.0,125.1
123.22,0.0,0.0,125.2
123.32,0.0,0.0,125.3
123.42,0.0,0.0,125.4
123.52,0.0,0.0,125.5
123.62,0.0,0.0,125.6
123.72,0.0,0.0,125.7
123.82,0.0,0.0,125.8
123.92,0.0,0.0,125.9
124.02,0.0,0.0,126.0
124.12,0.0,0.0,126.1
124.22,0.0,0.0,126.2
124.32,0.0,0.0,126.3
124.42,0.0,0.0,126.4
124.52,0.0,0.0,126.5
124.62,0.0,0.0,126.6
124.72,0.0,0.0,126.7
124.82,0.0,0.0,126.8
124.92,0.0,0.0,126.9
125.02,0.0,0.0,127.0
125.12,0.0,0.0,127.1
125.22,0.0,0.0,127.2
125.32,0.0,0.0,127.3
125.42,0.0,0.0,127.4
125.52,0.0,0.0,127.5
125.62,0.0,0.0,127.6
125.72,0.0,0.0,127.7
125.82,0.0,0.0,127.8
125.92,0.0,0.0,127.9
126.02,0.0,0.0,128.0
126.12,0.0,0.0,128.1
126.22,0.0,0.0,128.2
126.32,0.0,0.0,128.3
126.42,0.0,0.0,128.4
126.52,0.0,0.0,128.5
126.62,0.0,0.0,128.6
126.72,0.0,0.0,128.7
126.82,0.0,0.0,128.8
126.92,0.0,0.0,128.9
127.02,0.0,0.0,129.0
127.12,0.0,0.0,129.1
127.22,0.0,0.0,129.2
127.32,0.0,0.0,129.3
127.42,0.0,0.0,129.4
127.52,0.0,0.0,129.5
127.62,0.0,0.0,129.6
127.72,0.0,0.0,129.7
127.82,0.0,0.0,129.8
127.92,0.0,0.0,129.9
128.02,0.0,0.0,130.0
128.12,0.0,0.0,130.1
128.22,0.0,0.0,130.2
128.32,0.0,0.0,130.3
128.42,0.0,0.0,130.4
128.52,0.0,0.0,130.5
128.62,0.0,0.0,130.6
128.72,0.0,0.0,130.7
128.82,0.0,0.0,130.8
128.92,0.0,0.0,130.9
129.02,0.0,0.0,131.0
129.12,0.0,0.0,131.1
129.22,0.0,0.0,131.2
129.32,0.0,0.0,131.3
129.42,0.0,0.0,131.4
129.52,0.0,0.0,131.5
129.62,0.0,0.0,131.6
129.72,0.0,0.0,131.7
129.82,0.0,0.0,131.8
129.92,0.0,0.0,131.9
130.02,0.0,0.0,132.0
130.12,0.0,0.0,132.1
130.22,0.0,0.0,132.2
130.32,0.0,0.0,132.3
130.42,0.0,0.0,132.4
130.52,0.0,0.0,132.5
130.62,0.0,0.0,132.6
130.72,0.0,0.0,132.7
130.82,0.0,0.0,132.8
130.92,0.0,0.0,132.9
131.02,0.0,0.0,133.0
131.12,0.0,0.0,133.1
131.22,0.0,0.0,133.2
131.32,0.0,0.0,133.3
131.42,0.0,0.0,133.4
131.52,0.0,0.0,133.5
131.62,0.0,0.0,133.6
131.72,0.0,0.0,133.7
131.82,0.0,0.0,133.8
131.92,0.0,0.0,133.9
132.02,0.0,0.0,134.0
132.12,0.0,0.0,134.1
132.22,0.0,0.0,134.2
132.32,0.0,0.0,134.3
132.42,0.0,0.0,134.4
132.52,0.0,0.0,134.5
132.62,0.0,0.0,134.6
132.72,0.0,0.0,134.7
132.82,0.0,0.0,134.8
132.92,0.0,0.0,134.9
133.02,0.0,0.0,135.0
133.12,0.0,0.0,135.1
133.22,0.0,0.0,135.2
133.32,0.0,0.0,135.3
133.42,0.0,0.0,135.4
133.52,0.0,0.0,135.5
133.62,0.0,0.0,135.6
133.72,0.0,0.0,135.7
133.82,0.0,0.0,135.8
133.92,0.0,0.0,135.9
134.02,0.0,0.0,136.0
134.12,0.0,0.0,136.1
134.22,0.0,0.0,136.2
134.32,0.0,0.0,136.3
134.42,0.0,0.0,136.4
134.52,0.0,0.0,136.5
134.62,0.0,0.0,136.6
134.72,0.0,0.0,136.7
134.82,0.0,0.0,136.8
134.92,0.0,0.0,136.9
135.02,0.0,0.0,137.0
135.12,0.0,0.0,137.1
135.22,0.0,0.0,137.2
135.32,0.0,0.0,137.3
135.42,0.0,0.0,137.4
135.52,0.0,0.0,137.5
135.62,0.0,0.0,137.6
135.72,0.0,0.0,137.7
135.82,0.0,0.0,137.8
135.92,0.0,0.0,137.9
136.02,0.0,0.0,138.0
136.12,0.0,0.0,138.1
136.22,0.0,0.0,138.2
136.32,0.0,0.0,138.3
136.42,0.0,0.0,138.4
136.52,0.0,0.0,138.5
136.62,0.0,0.0,138.6
136.72,0.0,0.0,138.7
136.82,0.0,0.0,138.8
136.92,0.0,0.0,138.9
137.02,0.0,0.0,139.0
137.12,0.0,0.0,139.1
137.22,0.0,0.0,139.2
137.32,0.0,0.0,139.3
137.42,0.0,0.0,139.4
137.52,0.0,0.0,139.5
137.62,0.0,0.0,139.6
137.72,0.0,0.0,139.7
137.82,0.0,0.0,139.8
137.92,0.0,0.0,139.9
138.02,0.0,0.0,140.0
138.12,0.0,0.0,140.1
138.22,0.0,0.0,140.2
138.32,0.0,0.0,140.3
138.42,0.0,0.0,140.4
138.52,0.0,0.0,140.5
138.62,0.0,0.0,140.6
138.72,0.0,0.0,140.7
138.82,0.0,0.0,140.8
138.92,0.0,0.0,140.9
139.02,0.0,0.0,141.0
139.12,0.0,0.0,141.1
139.22,0.0,0.0,141.2
139.32,0.0,0.0,141.3
139.42,0.0,0.0,141.4
139.52,0.0,0.0,141.5
139.62,0.0,0.0,141.6
139.72,0.0,0.0,141.7
139.82,0.0,0.0,141.8
139.92,0.0,0.0,141.9
140.02,0.0,0.0,142.0
140.12,0.0,0.0,142.1
140.22,0.0,0.0,142.2
140.32,0.0,0.0,142.3
140.42,0.0,0.0,142.4
140.52,0.0,0.0,142.5
140.62,0.0,0.0,142.6
140.72,0.0,0.0,142.7
140.82,0.0,0.0,142.8
140.92,0.0,0.0,142.9
141.02,0.0,0.0,143.0
141.12,0.0,0.0,143.1
141.22,0.0,0.0,143.2
141.32,0.0,0.0,143.3
141.42,0.0,0.0,143.4
141.52,0.0,0.0,143.5
141.62,0.0,0.0,143.6
141.72,0.0,0.0,143.7
141.82,0.0,0.0,143.8
141.92,0.0,0.0,143.9
142.02,0.0,0.0,144.0
142.12,0.0,0.0,144.1
142.22,0.0,0.0,144.2
142.32,0.0,0.0,144.3
142.42,0.0,0.0,144.4
142.52,0.0,0.0,144.5
142.62,0.0,0.0,144.6
142.72,0.0,0.0,144.7
142.82,0.0,0.0,144.8
142.92,0.0,0.0,144.9
143.02,0.0,0.0,145.0
143.12,0.0,0.0,145.1
143.22,0.0,0.0,145.2
143.32,0.0,0.0,145.3
143.42,0.0,0.0,145.4
143.52,0.0,0.0,145.5
143.62,0.0,0.0,145.6
143.72,0.0,0.0,145.7
143.82,0.0,0.0,145.8
143.92,0.0,0.0,145.9
144.02,0.0,0.0,146.0
144.12,0.0,0.0,146.1
144.22,0.0,0.0,146.2
144.32,0.0,0.0,146.3
144.42,0.0,0.0,146.4
144.52,0.0,0.0,146.5
144.62,0.0,0.0,146.6
144.72,0.0,0.0,146.7
144.82,0.0,0.0,146.8
144.92,0.0,0.0,146.9
145.02,0.0,0.0,147.0
145.12,0.0,0.0,147.1
145.22,0.0,0.0,147.2
145.32,0.0,0.0,147.3
145.42,0.0,0.0,147.4
145.52,0.0,0.0,147.5
145.62,0.0,0.0,147.6
145.72,0.0,0.0,147.7
145.82,0.0,0.0,147.8
145.92,0.0,0.0,147.9
146.02,0.0,0.0,148.0
146.12,0.0,0.0,148.1
146.22,0.0,0.0,148.2
146.32,0.0,0.0,148.3
146.42,0.0,0.0,148.4
146.52,0.0,0.0,148.5
146.62,0.0,0.0,148.6
146.72,0.0,0.0,148.7
146.82,0.0,0.0,148.8
146.92,0.0,0.0,148.9
147.02,0.0,0.0,149.0
147.12,0.0,0.0,149.1
147.22,0.0,0.0,149.2
147.32,0.0,0.0,149.3
147.42,0.0,0.0,149.4
147.52,0.0,0.0,149.5
147.62,0.0,0.0,149.6
147.72,0.0,0.0,149.7
147.82,0.0,0.0,149.8
147.92,0.0,0.0,149.9
148.02,0.0,0.0,150.0
148.12,0.0,0.0,150.1
148.22,0.0,0.0,150.2
148.32,0.0,0.0,150.3
148.42,0.0,0.0,150.4
148.52,0.0,0.0,150.5
148.62,0.0,0.0,150.6
148.72,0.0,0.0,150.7
148.82,0.0,0.0,150.8
148.92,0.0,0.0,150.9
149.02,0.0,0.0,151.0
149.12,0.0,0.0,151.1
149.22,0.0,0.0,151.2
149.32,0.0,0.0,151.3
149.42,0.0,0.0,151.4
149.52,0.0,0.0,151.5
149.62,0.0,0.0,151.6
149.72,0.0,0.0,151.7
149.82,0.0,0.0,151.8
149.92,0.0,0.0,151.9
